day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,year,month,day,sales
3,320,1,0,0,1,0,0,2013,7,24,3502.9045
3,413,1,1,1,1,0,0,2013,7,17,4635.6455
7,0,0,0,0,1,0,0,2013,7,14,17.420488
5,1295,1,1,1,1,0,0,2015,7,31,11903.665
2,2404,1,1,0,1,0,0,2014,3,4,17823.062
5,1149,1,1,0,1,0,0,2014,12,5,11554.671
5,0,0,0,1,0,0,0,2014,12,26,21.832981
1,909,1,1,0,1,0,0,2013,1,7,9652.745
7,0,0,0,0,1,0,0,2013,9,29,26.610418
7,0,0,0,0,1,0,0,2015,3,15,25.823246
1,657,1,0,1,1,0,0,2013,7,22,5655.463
5,560,1,0,1,1,0,0,2014,7,25,5002.114
7,0,0,0,0,1,0,0,2014,5,18,8.282148
6,557,1,0,0,1,0,0,2014,3,29,5523.285
1,934,1,1,0,1,0,0,2013,6,17,9591.666
7,0,0,0,0,1,0,0,2015,2,1,21.565006
5,927,1,0,0,1,0,0,2013,1,18,7342.7715
5,575,1,0,0,1,0,0,2013,11,29,6138.6733
3,552,1,1,0,1,0,0,2013,7,3,6071.0674
3,504,1,1,0,1,0,0,2015,2,4,5780.7607
1,821,1,1,0,1,0,0,2015,6,15,9763.8955
7,0,0,0,0,1,0,0,2014,9,21,-38.328472
7,0,0,0,0,1,0,0,2013,9,1,-26.355532
2,396,1,1,0,1,0,0,2014,1,21,4856.518
5,897,1,1,0,1,0,0,2014,2,7,8162.6475
1,712,1,1,1,1,0,0,2014,4,14,8414.646
5,727,1,0,0,1,0,0,2013,9,20,6138.806
1,520,1,0,0,1,0,0,2015,4,20,4919.4688
3,704,1,0,0,1,0,0,2013,10,2,6049.873
7,0,0,0,0,1,0,0,2014,6,1,36.36256
7,0,0,0,1,1,0,0,2014,8,17,-35.612705
1,609,1,1,0,1,0,0,2014,12,15,8202.76
2,558,1,0,0,1,0,0,2013,6,11,4869.43
7,0,0,0,0,1,0,0,2014,10,5,19.415506
4,512,1,0,0,1,0,0,2013,12,12,5124.7056
3,415,1,0,0,1,0,0,2014,7,9,4189.2856
3,629,1,1,0,1,0,0,2014,4,30,7041.0957
3,763,1,1,0,1,0,0,2014,12,3,8434.139
7,0,0,0,0,1,0,0,2014,7,13,10.349747
2,976,1,0,0,1,0,0,2014,5,13,7566.3945
1,632,1,1,0,1,0,0,2013,1,21,7060.54
4,351,1,1,0,1,0,0,2015,2,5,4063.2314
5,724,1,1,0,1,0,0,2013,7,5,7080.319
6,860,1,0,0,1,0,0,2013,8,31,7749.374
2,580,1,1,0,1,0,0,2015,3,3,6411.924
7,0,0,0,0,1,0,0,2013,5,19,9.535841
1,694,1,1,0,1,0,0,2014,9,1,7918.533
3,804,1,1,1,1,0,0,2015,4,1,9361.856
5,544,1,0,1,1,0,0,2013,12,27,5396.5347
7,0,0,0,0,1,0,0,2013,5,5,-3.0563347
7,0,0,0,0,1,0,0,2013,9,8,-15.083493
6,743,1,0,0,1,0,0,2013,3,23,6636.023
5,1087,1,0,1,1,0,0,2014,7,11,8318.796
5,415,1,0,0,1,0,0,2013,6,28,4287.297
1,386,1,0,0,1,0,0,2015,7,6,4308.399
3,1619,1,1,0,1,0,0,2015,4,1,14510.964
4,468,1,1,0,1,0,0,2013,4,25,4828.2007
1,788,1,0,0,1,0,0,2013,6,24,6373.1694
5,0,0,0,1,0,1,0,2013,11,1,-63.007057
1,686,1,1,0,1,0,0,2014,3,17,7511.1074
7,0,0,0,0,1,0,0,2014,1,12,8.467406
4,854,1,0,0,1,0,0,2014,11,20,6764.4106
4,770,1,1,0,1,0,0,2013,6,6,7184.974
4,501,1,0,0,1,0,0,2014,3,27,4679.9517
7,0,0,0,0,1,0,0,2013,1,27,11.162582
5,610,1,0,0,1,0,0,2015,2,13,5700.1875
5,1088,1,1,0,1,0,0,2015,7,3,9786.989
4,442,1,1,1,1,0,0,2013,8,15,4845.017
6,695,1,0,0,1,0,0,2014,8,16,6191.0137
3,1000,1,0,0,1,0,0,2014,6,11,7682.7456
2,1078,1,1,0,1,0,0,2013,2,19,9558.308
3,698,1,0,0,1,0,0,2013,11,13,5840.1826
3,780,1,1,0,1,0,0,2013,9,25,7055.488
6,853,1,0,0,1,0,0,2014,2,15,7448.1377
3,1256,1,0,1,1,0,0,2013,1,2,9323.698
2,1273,1,1,0,1,0,0,2013,10,8,10877.584
6,775,1,0,0,1,0,0,2014,2,8,6895.8896
1,979,1,1,0,1,0,0,2014,3,31,11314.987
6,618,1,0,0,1,0,0,2014,2,15,5932.676
7,0,0,0,0,1,0,0,2013,5,19,9.535841
2,1063,1,1,0,1,0,0,2013,7,16,9478.403
3,786,1,0,0,1,0,0,2015,4,22,6430.5425
7,0,0,0,0,1,0,0,2014,8,24,-19.235113
7,0,0,0,0,1,0,0,2013,9,29,26.610418
7,0,0,0,0,1,0,0,2014,4,27,10.028364
2,571,1,0,0,1,0,0,2015,6,9,5312.6675
4,642,1,0,1,1,0,0,2013,8,8,5584.6304
5,732,1,0,0,1,0,0,2013,10,4,6681.7305
4,512,1,1,0,1,0,0,2013,11,7,5623.1484
1,440,1,0,0,1,0,0,2013,2,25,4065.7935
7,0,0,0,0,1,0,0,2015,1,25,-27.902603
6,673,1,0,0,1,0,0,2013,11,23,6344.1006
4,1163,1,0,0,1,0,0,2013,4,18,8275.466
7,0,0,0,0,1,0,0,2013,7,21,30.163607
7,0,0,0,0,1,0,0,2015,6,28,9.097267
4,911,1,1,0,1,0,0,2013,12,5,10068.131
6,1005,1,0,0,1,0,0,2013,2,2,8444.451
3,549,1,0,1,1,0,0,2013,9,4,5009.07
3,844,1,1,0,1,0,0,2014,11,26,8261.807
5,527,1,1,0,1,0,0,2015,5,22,5879.578
4,569,1,1,0,1,0,0,2014,10,2,6152.482
4,759,1,0,0,1,0,0,2013,1,31,6671.24
1,438,1,0,0,1,0,0,2015,5,11,4452.2207
3,1107,1,1,0,1,0,0,2013,2,20,9071.004
2,346,1,0,0,1,0,0,2013,5,7,3653.4373
5,635,1,1,0,1,0,0,2013,9,27,6483.2275
2,783,1,1,0,1,0,0,2015,5,19,8026.398
7,0,0,0,0,1,0,0,2015,7,19,46.099403
1,571,1,0,0,1,0,0,2015,6,8,5472.1245
6,416,1,0,0,1,0,0,2014,9,13,3806.3943
3,605,1,0,1,1,0,0,2014,12,24,5540.1763
5,564,1,0,0,1,0,0,2015,7,24,5640.626
6,0,0,0,0,0,1,0,2014,11,1,-7.169296
1,626,1,0,0,1,0,0,2013,7,22,5583.553
2,584,1,1,0,1,0,0,2013,1,22,6086.7124
4,410,1,0,1,1,0,0,2014,10,30,4385.5713
3,660,1,0,0,1,0,0,2014,5,28,6048.329
5,627,1,0,0,1,0,0,2014,12,12,6058.683
6,1777,1,0,0,1,0,0,2014,4,5,12533.64
2,373,1,1,0,1,0,0,2015,1,13,4545.4346
1,1101,1,1,0,1,0,0,2014,2,17,10495.5
1,734,1,1,0,1,0,0,2015,4,27,8437.928
1,630,1,1,0,1,0,0,2013,5,27,6907.801
2,835,1,0,0,1,0,0,2015,3,10,6734.2627
7,0,0,0,0,1,0,0,2015,2,1,21.565006
2,307,1,0,0,1,0,0,2015,6,23,3389.855
1,373,1,1,0,1,0,0,2013,3,18,4575.7866
7,0,0,0,0,1,0,0,2015,3,1,14.486419
3,471,1,0,0,1,0,0,2013,6,12,4381.6274
5,498,1,0,0,1,0,0,2013,11,29,5408.823
6,1015,1,0,0,1,0,0,2014,11,22,8545.339
6,397,1,0,0,1,0,0,2014,7,12,3770.518
5,901,1,1,0,1,0,0,2013,9,27,8205.596
1,338,1,0,0,1,0,0,2015,4,20,3553.5042
1,668,1,0,0,1,0,0,2014,6,23,5710.2046
6,543,1,0,0,1,0,0,2013,11,2,5742.209
7,0,0,0,0,1,0,0,2014,6,29,12.675602
5,410,1,0,0,1,0,0,2014,11,21,4094.0142
7,0,0,0,0,1,0,0,2015,7,12,8.456328
1,389,1,1,1,1,0,0,2014,9,1,5025.719
3,518,1,0,1,1,0,0,2014,12,24,4764.8926
1,816,1,1,0,1,0,0,2013,4,8,8738.08
1,1117,1,1,0,1,0,0,2013,5,27,10379.017
3,645,1,1,0,1,0,0,2013,2,6,6507.528
3,744,1,1,0,1,0,0,2014,5,7,7418.7646
3,308,1,1,0,1,0,0,2014,2,5,3921.1743
3,1119,1,1,0,1,0,0,2013,2,20,9189.354
4,842,1,0,0,1,0,0,2013,5,23,6414.319
5,724,1,0,0,1,0,0,2015,5,29,7078.714
1,1483,1,1,0,1,0,0,2014,6,2,13963.658
2,487,1,0,0,1,0,0,2013,5,7,4751.2466
5,607,1,0,0,1,0,0,2013,12,13,5949.9756
2,742,1,1,0,1,0,0,2015,6,30,8695.949
2,1022,1,1,0,1,0,0,2015,4,28,9697.533
6,815,1,0,0,1,0,0,2014,5,17,7279.5933
4,918,1,1,0,1,0,0,2014,1,9,8199.674
7,0,0,0,0,1,0,0,2014,6,1,36.36256
2,696,1,1,1,1,0,0,2014,7,29,7565.627
5,410,1,0,0,1,0,0,2014,3,14,4048.485
4,844,1,1,0,1,0,0,2014,12,18,9626.591
1,427,1,0,0,1,0,0,2014,11,17,4173.4434
4,1234,1,0,1,1,0,0,2013,1,3,8878.071
5,0,0,1,0,0,1,0,2015,5,1,37.742443
3,559,1,0,0,1,0,0,2014,9,24,4711.8555
2,599,1,0,1,1,0,0,2015,7,21,5336.2563
4,651,1,0,0,1,0,0,2014,1,30,5636.3135
5,1418,1,0,0,1,0,0,2013,2,15,9952.693
1,260,1,0,0,1,0,0,2013,5,6,2865.0105
4,507,1,0,0,1,0,0,2015,3,26,4737.161
2,898,1,0,1,1,0,0,2014,10,14,6794.0493
4,704,1,1,0,1,0,0,2014,12,18,8461.618
1,844,1,1,0,1,0,0,2014,11,3,9497.15
5,470,1,0,0,1,0,0,2015,3,13,4642.206
5,354,1,0,0,1,0,0,2013,1,18,3490.152
2,511,1,0,1,1,0,0,2014,12,30,5300.9453
2,774,1,0,0,1,0,0,2013,9,17,5927.6636
7,0,0,0,0,1,0,0,2013,7,14,17.420488
5,0,0,1,1,0,0,1,2015,4,3,21.163473
7,0,0,0,0,1,0,0,2014,3,2,3.9717228
3,989,1,1,0,1,0,0,2015,5,6,9077.358
4,0,0,1,0,0,1,0,2013,5,30,-92.03594
5,505,1,1,0,1,0,0,2015,3,6,5633.521
3,633,1,0,0,1,0,0,2014,1,29,5304.703
6,556,1,0,0,1,0,0,2015,5,23,5547.864
4,292,1,0,0,1,0,0,2013,9,19,2999.395
1,0,0,0,0,0,1,0,2013,5,20,-36.1471
6,709,1,0,0,1,0,0,2015,6,20,6788.9043
4,1234,1,1,0,1,0,0,2014,10,2,10646.499
2,620,1,1,0,1,0,0,2014,4,29,7184.977
4,655,1,0,0,1,0,0,2014,5,15,5680.9336
2,903,1,1,0,1,0,0,2013,3,19,8535.327
1,1603,1,1,0,1,0,0,2013,10,7,14384.859
3,798,1,1,0,1,0,0,2013,11,20,7851.447
3,650,1,0,0,1,0,0,2013,10,2,5771.1763
7,0,0,0,0,1,0,0,2014,12,14,12.975068
6,358,1,0,0,1,0,0,2014,11,22,3294.7756
4,776,1,0,0,1,0,0,2014,1,30,6381.5034
5,627,1,0,0,1,0,0,2015,3,27,5899.6226
3,0,0,1,0,0,1,0,2013,5,1,-43.60469
6,1027,1,0,0,1,0,0,2013,11,9,8415.255
2,532,1,1,1,1,0,0,2015,7,28,6281.4224
6,553,1,0,0,1,0,0,2013,9,14,5191.0586
7,189,1,0,0,1,0,0,2013,2,3,1755.7651
3,842,1,1,1,1,0,0,2015,2,18,8173.6514
3,1868,1,1,0,1,0,0,2015,4,15,15245.841
2,641,1,0,0,1,0,0,2013,12,10,5945.6436
5,350,1,0,0,1,0,0,2015,1,23,3652.1934
7,0,0,0,0,1,0,0,2013,1,6,-32.55483
7,0,0,0,0,1,0,0,2013,2,17,-29.350248
6,519,1,0,0,1,0,0,2013,2,23,4956.5776
1,812,1,1,0,1,0,0,2014,7,14,9089.362
6,472,1,0,0,1,0,0,2015,1,17,4681.2383
6,1109,1,0,0,1,0,0,2013,11,30,9821.089
1,651,1,0,0,1,0,0,2013,2,11,5539.8735
4,802,1,1,0,1,0,0,2013,12,5,8750.765
7,0,0,0,0,1,0,0,2014,6,8,-13.436961
2,1542,1,1,1,1,0,0,2014,9,2,12693.726
5,363,1,1,1,1,0,0,2014,7,18,3898.1196
3,691,1,0,0,1,0,0,2013,8,21,5469.57
6,409,1,0,0,1,0,0,2014,8,16,3767.5022
6,3679,1,0,0,1,0,0,2015,4,4,23159.734
1,1055,1,1,0,1,0,0,2013,2,4,10948.719
6,896,1,0,0,1,0,0,2015,4,4,8830.895
1,786,1,1,1,1,0,0,2014,7,14,8736.8545
2,543,1,1,0,1,0,0,2015,3,3,6433.9805
6,1111,1,0,0,1,0,0,2014,10,4,9137.256
2,823,1,1,0,1,0,0,2014,9,30,9144.547
5,875,1,1,0,1,0,0,2014,5,23,7996.9463
5,565,1,1,0,1,0,0,2015,7,17,6312.6123
6,1531,1,0,0,1,0,0,2015,5,23,11082.674
4,717,1,1,0,1,0,0,2014,7,3,7211.029
3,603,1,1,0,1,0,0,2014,2,19,6267.682
7,0,0,0,0,1,0,0,2015,1,18,4.4946294
2,692,1,0,1,1,0,0,2013,8,6,5893.818
5,700,1,0,1,1,0,0,2013,8,23,5938.0684
6,3198,1,0,1,1,0,0,2014,4,19,17775.467
6,475,1,0,0,1,0,0,2014,8,30,4868.83
2,777,1,1,1,1,0,0,2014,4,15,8321.09
3,731,1,0,0,1,0,0,2013,5,8,6310.844
5,771,1,0,1,1,0,0,2013,7,26,6470.369
4,0,0,0,0,0,1,0,2013,5,9,45.66445
4,447,1,0,0,1,0,0,2014,10,16,4262.955
6,526,1,0,0,1,0,0,2014,1,25,5104.214
7,0,0,0,0,1,0,0,2014,8,31,-5.8630185
4,549,1,1,0,1,0,0,2015,2,19,5764.0195
5,583,1,0,0,1,0,0,2015,2,27,5800.5947
1,906,1,1,0,1,0,0,2013,3,18,9339.024
3,445,1,0,1,1,0,0,2014,4,23,4248.9277
1,914,1,0,0,1,0,0,2013,6,10,7208.128
1,941,1,1,0,1,0,0,2013,4,22,8942.626
7,0,0,0,0,1,0,0,2015,4,26,-33.91699
5,899,1,0,0,1,0,0,2013,6,14,7424.675
7,0,0,0,0,1,0,0,2015,2,8,7.0459995
1,466,1,0,0,1,0,0,2014,3,24,4311.848
6,1165,1,0,0,1,0,0,2014,1,18,9205.222
3,1210,1,0,0,1,0,0,2014,5,28,9554.668
3,759,1,1,0,1,0,0,2014,1,8,7682.691
5,432,1,1,0,1,0,0,2013,3,22,4714.077
7,0,0,0,0,1,0,0,2013,7,7,-30.855417
5,1026,1,1,0,1,0,0,2015,5,22,9157.182
4,624,1,1,0,1,0,0,2015,3,19,6331.5522
7,0,0,0,0,1,0,0,2013,9,8,-15.083493
2,544,1,0,0,1,0,0,2015,3,10,5016.7163
1,485,1,0,0,1,0,0,2013,12,9,5071.64
2,879,1,1,0,1,0,0,2015,5,19,8680.034
1,916,1,0,0,1,0,0,2015,2,9,7260.6587
6,382,1,0,0,1,0,0,2013,10,5,3544.009
6,530,1,0,0,1,0,0,2014,1,25,5104.214
4,0,0,1,1,0,1,0,2015,6,4,138.55527
4,1098,1,0,1,1,0,0,2015,4,9,8806.243
1,850,1,1,0,1,0,0,2015,4,27,9299.518
3,1320,1,1,1,1,0,0,2013,7,31,11376.093
6,502,1,0,0,1,0,0,2014,3,22,4794.934
3,572,1,0,0,1,0,0,2013,10,30,5274.1167
1,1441,1,0,0,1,0,0,2013,6,10,10296.222
5,921,1,0,0,1,0,0,2013,12,13,8197.741
3,710,1,0,0,1,0,0,2013,4,17,5598.389
6,584,1,0,0,1,0,0,2015,2,21,5810.98
7,0,0,0,0,1,0,0,2014,8,24,-19.235113
4,525,1,1,1,1,0,0,2014,4,17,5761.711
1,941,1,0,0,1,0,0,2014,3,10,6930.508
6,1173,1,0,0,1,0,0,2013,11,9,9305.139
1,1777,1,1,0,1,0,0,2014,5,19,15039.363
5,1086,1,1,0,1,0,0,2014,5,9,9689.915
7,0,0,0,0,1,0,0,2013,1,27,11.162582
3,544,1,1,1,1,0,0,2014,8,20,5784.434
6,408,1,0,0,1,0,0,2015,7,25,4099.865
1,627,1,1,0,1,0,0,2015,6,29,8044.5654
6,587,1,0,0,1,0,0,2013,7,6,5500.6533
3,591,1,0,0,1,0,0,2015,3,11,5298.6357
6,382,1,0,0,1,0,0,2013,7,20,3557.4705
4,683,1,1,1,1,0,0,2013,8,29,6892.0684
5,873,1,0,0,1,0,0,2015,5,29,8694.76
2,836,1,0,0,1,0,0,2014,1,28,6297.304
5,445,1,0,0,1,0,0,2014,1,31,4809.765
1,668,1,1,0,1,0,0,2013,5,13,7222.5317
7,0,0,0,0,1,0,0,2014,11,9,3.2324164
3,422,1,0,0,1,0,0,2015,7,8,4453.73
1,389,1,0,0,1,0,0,2014,5,26,4022.695
4,739,1,0,0,1,0,0,2013,6,13,6041.3604
5,1048,1,1,0,1,0,0,2013,6,21,9038.161
3,1068,1,1,0,1,0,0,2014,1,22,9136.1455
3,768,1,1,0,1,0,0,2013,9,11,7334.502
1,647,1,1,0,1,0,0,2014,1,20,7704.7393
1,1238,1,1,0,1,0,0,2013,3,18,11423.333
4,496,1,0,0,1,0,0,2014,5,15,4679.733
1,807,1,1,1,1,0,0,2013,3,25,8897.347
1,629,1,0,0,1,0,0,2015,2,9,5484.9575
2,371,1,1,0,1,0,0,2013,5,28,4318.589
4,307,1,1,0,1,0,0,2013,7,18,4029.51
5,456,1,0,0,1,0,0,2015,3,27,4823.3403
6,507,1,0,0,1,0,0,2015,2,14,5014.7285
4,1210,1,1,1,1,0,0,2014,4,17,10505.851
3,591,1,0,0,1,0,0,2015,7,8,5544.6675
7,0,0,0,0,1,0,0,2015,2,22,1.4668319
4,706,1,0,0,1,0,0,2013,3,14,5794.762
2,501,1,1,0,1,0,0,2014,5,20,5685.572
6,825,1,0,0,1,0,0,2013,12,21,8524.3955
6,432,1,0,0,1,0,0,2013,11,23,4167.3115
4,720,1,0,1,1,0,0,2013,7,11,5916.4453
2,641,1,0,0,1,0,0,2014,5,27,5644.7944
1,827,1,1,0,1,0,0,2013,5,27,8643.128
3,487,1,0,0,1,0,0,2014,5,14,4682.833
7,0,0,0,0,1,0,0,2013,1,20,-3.1942217
7,0,0,0,0,1,0,0,2015,1,4,-30.374773
3,1018,1,0,0,1,0,0,2013,5,8,7904.9585
1,789,1,1,1,1,0,0,2014,7,28,9023.197
4,553,1,1,0,1,0,0,2015,2,19,5753.3696
4,1418,1,0,0,1,0,0,2013,7,11,9402.757
5,786,1,1,0,1,0,0,2014,1,24,7368.1
1,697,1,1,0,1,0,0,2013,12,2,8708.152
4,697,1,1,1,1,0,0,2013,7,18,6747.338
5,746,1,1,0,1,0,0,2013,5,17,7113.6484
2,663,1,0,0,1,0,0,2013,3,12,5421.469
6,615,1,0,0,1,0,0,2014,11,8,6128.952
4,881,1,0,1,1,0,0,2013,4,4,6848.22
6,422,1,0,0,1,0,0,2014,8,2,3963.4895
4,739,1,1,0,1,0,0,2014,5,22,7068.0063
7,0,0,0,0,1,0,0,2014,9,28,-0.00040483475
1,618,1,1,0,1,0,0,2014,2,17,7067.699
2,544,1,0,0,1,0,0,2013,7,9,4945.5117
7,0,0,0,0,1,0,0,2015,6,21,-9.304874
2,533,1,0,1,1,0,0,2014,4,22,4780.7705
6,786,1,0,0,1,0,0,2015,4,25,7073.867
4,596,1,0,0,1,0,0,2014,10,16,5043.9595
3,444,1,1,1,1,0,0,2013,8,14,5265.275
3,467,1,0,0,1,0,0,2014,2,26,4266.595
7,0,0,0,0,1,0,0,2013,10,13,41.790455
7,0,0,0,0,1,0,0,2015,7,5,-7.5698123
2,458,1,1,0,1,0,0,2015,4,28,5649.894
1,776,1,0,1,1,0,0,2013,7,22,6333.517
5,606,1,1,1,1,0,0,2013,7,19,6007.225
5,795,1,1,0,1,0,0,2015,5,8,8193.021
7,0,0,0,0,1,0,0,2013,7,14,17.420488
5,854,1,1,0,1,0,0,2014,5,23,7887.56
4,591,1,1,0,1,0,0,2013,11,21,5991.469
3,538,1,0,0,1,0,0,2014,3,12,4661.4087
5,942,1,0,0,1,0,0,2014,12,12,8295.479
6,705,1,0,0,1,0,0,2015,2,28,7162.1055
4,410,1,0,0,1,0,0,2014,9,11,3963.7295
5,518,1,0,1,1,0,0,2013,12,27,4991.8755
4,683,1,1,1,1,0,0,2014,8,7,6787.323
1,342,1,0,0,1,0,0,2014,10,27,3504.9016
4,828,1,1,1,1,0,0,2014,9,4,7897.0127
7,0,0,0,0,1,0,0,2014,3,23,11.8609915
6,575,1,0,0,1,0,0,2013,12,14,6027.281
5,582,1,0,1,1,0,0,2013,5,24,5247.3203
7,230,1,0,0,1,0,0,2014,4,20,1814.2452
7,0,0,0,0,1,0,0,2015,2,1,21.565006
4,603,1,0,0,1,0,0,2014,8,28,5032.5757
7,0,0,0,0,1,0,0,2014,8,31,-5.8630185
4,818,1,0,1,1,0,0,2013,4,4,6648.085
3,1221,1,1,1,1,0,0,2013,6,19,10290.054
4,694,1,0,1,1,0,0,2013,10,31,6487.8257
2,481,1,0,0,1,0,0,2015,6,23,4698.629
1,729,1,0,0,1,0,0,2014,1,27,5642.539
6,635,1,0,0,1,0,0,2015,6,27,6360.1025
6,710,1,0,0,1,0,0,2014,10,4,6799.2925
2,544,1,0,0,1,0,0,2014,3,25,4797.894
5,544,1,0,1,1,0,0,2014,4,25,5026.3267
6,641,1,0,0,1,0,0,2013,1,5,5891.79
7,118,1,0,0,1,0,0,2015,3,22,1056.708
1,673,1,0,0,1,0,0,2015,5,11,6045.407
3,1708,1,1,0,1,0,0,2013,3,6,13110.211
3,550,1,1,1,1,0,0,2015,4,1,6819.9277
2,1974,1,1,0,1,0,0,2014,12,2,17487.45
5,1751,1,0,0,1,0,0,2015,6,26,12078.216
4,598,1,0,1,1,0,0,2013,6,27,5237.683
2,485,1,0,1,1,0,0,2015,4,7,4858.5933
4,292,1,1,1,1,0,0,2014,3,6,3463.77
2,644,1,1,0,1,0,0,2013,4,9,6688.4
1,323,1,1,0,1,0,0,2013,4,29,3958.192
2,1456,1,0,1,1,0,0,2014,12,23,13454.026
1,613,1,1,0,1,0,0,2014,10,20,6742.7466
6,501,1,0,0,1,0,0,2013,7,27,4888.039
5,705,1,1,0,1,0,0,2015,7,3,7441.6157
3,386,1,1,1,1,0,0,2014,2,5,4667.0938
5,791,1,1,1,1,0,0,2013,10,25,7142.5835
6,479,1,0,0,1,0,0,2013,11,23,4710.51
6,598,1,0,0,1,0,0,2014,3,22,5691.827
2,512,1,1,0,1,0,0,2013,4,23,5507.263
5,1220,1,1,0,1,0,0,2013,6,21,10075.808
5,612,1,0,0,1,0,0,2015,6,12,5803.537
5,641,1,0,0,1,0,0,2014,4,25,5551.857
6,608,1,0,0,1,0,0,2013,7,27,5867.761
1,453,1,1,0,1,0,0,2014,3,17,5308.5503
2,600,1,1,0,1,0,0,2013,1,22,6331.8965
6,638,1,0,0,1,0,0,2015,6,27,6360.1025
2,840,1,0,1,1,0,0,2013,5,21,6788.0977
4,687,1,1,0,1,0,0,2013,2,21,6527.5645
1,678,1,1,1,1,0,0,2013,9,9,8121.4634
5,596,1,1,0,1,0,0,2014,5,23,6064.843
7,0,0,0,0,1,0,0,2014,2,2,38.465755
1,760,1,0,0,1,0,0,2013,9,16,6118.5894
6,536,1,0,0,1,0,0,2014,2,22,5185.1226
7,0,0,0,0,1,0,0,2013,9,22,-15.427065
6,638,1,0,0,1,0,0,2014,7,12,6106.0347
7,0,0,0,0,1,0,0,2014,6,29,12.675602
3,684,1,1,0,1,0,0,2015,3,18,7024.7573
7,0,0,0,0,1,0,0,2014,3,30,-24.018312
4,2196,1,0,0,1,0,0,2015,4,23,13328.656
5,0,0,0,0,0,1,0,2013,11,1,67.22399
2,629,1,1,0,1,0,0,2013,6,18,6511.679
3,805,1,1,0,1,0,0,2015,5,6,8185.761
7,0,0,0,0,1,0,0,2013,3,10,32.934296
1,448,1,1,0,1,0,0,2013,1,21,5261.747
6,658,1,0,0,1,0,0,2013,8,31,6342.656
2,940,1,1,0,1,0,0,2013,7,16,9026.405
3,455,1,0,0,1,0,0,2014,1,15,4158.309
7,0,0,0,0,1,0,0,2014,4,27,10.028364
5,802,1,0,0,1,0,0,2015,4,24,6760.175
2,816,1,0,0,1,0,0,2013,2,26,6271.2515
2,1166,1,1,0,1,0,0,2014,10,7,10120.343
2,868,1,0,1,1,0,0,2013,6,25,6934.0405
1,744,1,1,0,1,0,0,2014,7,14,8334.997
2,1224,1,1,0,1,0,0,2015,6,2,12121.079
6,505,1,0,1,1,0,0,2013,7,6,4985.8916
5,552,1,0,0,1,0,0,2013,5,10,5323.5845
2,1076,1,0,0,1,0,0,2015,3,24,7942.9136
4,560,1,1,0,1,0,0,2013,10,10,6057.556
6,1102,1,0,0,1,0,0,2014,11,1,9116.938
7,0,0,0,0,1,0,0,2013,6,9,-15.943349
2,1096,1,1,0,1,0,0,2014,11,25,10084.453
4,485,1,1,1,1,0,0,2013,8,1,5350.839
1,1834,1,1,1,1,0,0,2014,10,20,15540.643
6,503,1,0,0,1,0,0,2013,7,20,4798.1914
2,1155,1,1,1,1,0,0,2015,3,31,12838.826
6,112,1,0,0,1,0,0,2013,6,15,1097.1207
7,0,0,0,0,1,0,0,2013,3,24,10.335549
5,558,1,1,0,1,0,0,2014,7,4,6039.203
3,576,1,1,0,1,0,0,2015,1,14,6082.168
3,788,1,0,0,1,0,0,2015,3,25,6309.6704
7,0,0,0,0,1,0,0,2013,12,15,-1.4397718
7,0,0,0,0,1,0,0,2015,1,25,-27.902603
6,688,1,0,0,1,0,0,2013,6,15,6407.0103
6,721,1,0,0,1,0,0,2014,6,28,6724.793
5,436,1,0,0,1,0,0,2013,9,6,4022.5798
6,918,1,0,0,1,0,0,2014,2,8,7813.0493
2,918,1,1,0,1,0,0,2015,5,5,9102.142
6,786,1,0,1,1,0,0,2014,9,6,6479.2383
4,464,1,0,1,1,0,0,2015,2,12,4269.5596
1,562,1,0,0,1,0,0,2014,6,23,5100.6157
6,417,1,0,0,1,0,0,2013,9,14,3832.8254
6,564,1,0,0,1,0,0,2014,10,25,5333.109
2,510,1,1,0,1,0,0,2013,11,19,5913.796
7,0,0,0,0,1,0,0,2013,8,4,-33.742794
6,1155,1,0,0,1,0,0,2013,2,9,9025.661
2,770,1,1,0,1,0,0,2013,4,9,7478.191
3,1206,1,1,0,1,0,0,2014,3,19,9832.332
7,0,0,0,0,1,0,0,2013,5,19,9.535841
3,578,1,0,0,1,0,0,2013,12,11,5640.0195
7,0,0,0,0,1,0,0,2014,6,29,12.675602
7,0,0,0,0,1,0,0,2013,11,3,33.540688
1,1324,1,1,0,1,0,0,2014,9,1,12980.821
7,0,0,0,0,1,0,0,2014,11,9,3.2324164
1,0,0,0,1,0,0,1,2014,4,21,-5.1562347
4,916,1,1,0,1,0,0,2014,7,3,8461.654
6,527,1,0,0,1,0,0,2013,11,16,5229.056
5,951,1,1,1,1,0,0,2014,8,1,9053.096
3,379,1,0,1,1,0,0,2013,5,22,3892.0278
3,530,1,1,0,1,0,0,2013,8,28,5386.891
2,652,1,0,1,1,0,0,2014,6,10,6076.8843
2,1145,1,1,0,1,0,0,2014,9,30,10665.18
7,0,0,0,0,1,0,0,2015,6,7,-16.82458
1,891,1,0,0,1,0,0,2014,3,10,6757.916
5,893,1,0,0,1,0,0,2013,10,18,6919.9
4,0,0,1,0,0,1,0,2013,5,30,-92.03594
